Name,Price,Color,Mileage,Make,Model,City,Date Displayed,Automatic Transmission,Air Conditioner,Power Steering,Remote Control,Item URL
Mitsubishi Lancer Puma 2014,"640,000 EGP",Silver,"180,000 Km",Mitsubishi,Lancer Puma,Tagamo3 - New Cairo,2024-02-16,Yes,No,No,No,https://eg.hatla2ee.com/en/car/mitsubishi/Lancer-Puma/6286767
Opel Grandland 2022,"1,900,000 EGP",Black,"98,000 Km",Opel,Grandland,Nasr city,2024-02-16,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/opel/Grandland/6280913
Nissan Sunny 2022,"830,000 EGP",Red,"67,000 Km",Nissan,Sunny,Alexandria,2024-02-16,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/nissan/sunny/6283629
Fiat Uno 2001,"150,000 EGP",White,"180,000 Km",Fiat,Uno,Alexandria,2024-02-16,No,No,No,No,https://eg.hatla2ee.com/en/car/fiat/uno/6286515
Kia Spectra 2002,"330,000 EGP",Gray,"253,000 Km",Kia,Spectra,Al Shorouk,2024-02-16,Yes,No,No,No,https://eg.hatla2ee.com/en/car/kia/spectra/6286758
Toyota Corolla 2008,"650,000 EGP",Black,"199,000 Km",Toyota,Corolla,Alexandria,2024-02-16,No,No,No,No,https://eg.hatla2ee.com/en/car/toyota/corolla/6286755
Jac J3 2021,"900,000 EGP",White,"240,000 Km",Jac,J3,6 October,2024-02-16,Yes,No,No,No,https://eg.hatla2ee.com/en/car/jac/j3/6286737
Skoda Kodiaq 2023,"3,000,000 EGP",Dark grey,,Skoda,Kodiaq,Tagamo3 - New Cairo,2024-02-16,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/skoda/kodiaq/6286718
MG 5 2022,"1,170,000 EGP",Black,"48,000 Km",MG,5,Kafr el-Dawwar,2024-02-16,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/moris-garage/mg-5/6286712
Hyundai Verna 2010,"285,000 EGP",White,"175,000 Km",Hyundai,Verna,Alexandria,2024-02-16,No,No,Yes,Yes,https://eg.hatla2ee.com/en/car/hyundai/verna/6286706
Chevrolet Lanos 2011,,Dark red,,Chevrolet,Lanos,Alexandria,2024-02-16,No,No,No,No,https://eg.hatla2ee.com/en/car/chevrolet/lanos2/6286704
Toyota Corolla 2021,"1,500,000 EGP",Black,"82,500 Km",Toyota,Corolla,Cairo,2024-02-16,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/toyota/corolla/6279740
Nissan Sunny 2022,"650,000 EGP",White,"150,000 Km",Nissan,Sunny,Alexandria,2024-02-16,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/nissan/sunny/6286692
Chevrolet Optra 2022,"90,000 EGP",Red,"85,000 Km",Chevrolet,Optra,Giza,2024-02-16,Yes,No,No,No,https://eg.hatla2ee.com/en/car/chevrolet/optra/6286685
Skoda Octavia A4 2003,"430,000 EGP",Black,"200,000 Km",Skoda,Octavia A4,Alexandria,2024-02-16,Yes,No,No,No,https://eg.hatla2ee.com/en/car/skoda/Octavia-A4/6274731
Daewoo Nubira 2 2004,"280,000 EGP",Dark blue,"198,000 Km",Daewoo,Nubira 2,Giza,2024-02-16,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/daewoo/Nubira-2/6274769
Brilliance FRV 2009,,Silver,,Brilliance,FRV,Marsa Matrouh,2024-02-16,No,Yes,No,Yes,https://eg.hatla2ee.com/en/car/brilliance/frv/6274754
Kia Sephia 2000,"240,000 EGP",Silver,"250,000 Km",Kia,Sephia,Tagamo3 - New Cairo,2024-02-16,No,Yes,No,Yes,https://eg.hatla2ee.com/en/car/kia/sephia/6286683
Changan Benni 2016,"300,000 EGP",Red,"37,000 Km",Changan,Benni,Helwan,2024-02-16,Yes,Yes,No,No,https://eg.hatla2ee.com/en/car/changan/benni/6286668
Opel Astra 2020,"1,000,000 EGP",Silver,"96,500 Km",Opel,Astra,Alexandria,2024-02-16,No,No,No,No,https://eg.hatla2ee.com/en/car/opel/astra/6286677
Chery Tiggo 3 2022,"950,000 EGP",Dark grey,"70,000 Km",Chery,Tiggo 3,El Haram,2024-02-16,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/chery/Tiggo3/6286674
Nissan Sunny 2020,"750,000 EGP",Bronze,"82,000 Km",Nissan,Sunny,Heliopolis,2024-02-16,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/nissan/sunny/6286824
Mercedes GLC 300 2024,"7,700,000 EGP",Gray,200 Km,Mercedes,GLC 300,Giza,2024-02-16,Yes,No,No,No,https://eg.hatla2ee.com/en/car/mercedes/glc-300/6286818
Hyundai I10 2013,"475,000 EGP",Dark blue,"56,000 Km",Hyundai,I10,Heliopolis,2024-02-16,No,Yes,Yes,No,https://eg.hatla2ee.com/en/car/hyundai/i10/6286811
Kia Sportage 2024,"2,800,000 EGP",Dark grey,300 Km,Kia,Sportage,Tagamo3 - New Cairo,2024-02-16,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/kia/sportage/6258710
Chery Arrizo 5 2022,,Bronze,"86,000 Km",Chery,Arrizo 5,Nasr city,2024-02-16,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/chery/Arrizo-5/6285147
Fiat Tipo 2021,"1,200,000 EGP",Petroleum,"131,000 Km",Fiat,Tipo,Kafr el-Dawwar,2024-02-16,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/fiat/tipo/6286701
Hyundai Tucson Turbo GDI 2021,"2,050,000 EGP",Black,"125,000 Km",Hyundai,Tucson Turbo GDI,Nasr city,2024-02-16,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/hyundai/Tucson-Turbo/6286695
BMW X1 2018,"2,050,000 EGP",Gray,"84,000 Km",BMW,X1,Cairo,2024-02-16,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/bmw/x1/6254123
Chevrolet Optra 2021,"700,000 EGP",Blue,"75,000 Km",Chevrolet,Optra,Obour City,2024-02-16,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/chevrolet/optra/6286679
Chery Arrizo 5 2021,"700,000 EGP",Silver,"25,000 Km",Chery,Arrizo 5,Obour City,2024-02-16,No,No,No,No,https://eg.hatla2ee.com/en/car/chery/Arrizo-5/6286673
Suzuki Van 2016,"300,000 EGP",White,"230,000 Km",Suzuki,Van,El Salam City,2024-02-16,No,No,No,No,https://eg.hatla2ee.com/en/car/suzuki/van/6286827
Kia Cerato 2008,"475,000 EGP",Silver,"180,000 Km",Kia,Cerato,Nasr city,2024-02-16,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/kia/cerato/6274901
Hyundai Verna 2019,"500,000 EGP",Mocha,"2,226,000 Km",Hyundai,Verna,Giza,2024-02-16,No,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/hyundai/verna/6286814
Nissan Sentra 2016,"530,000 EGP",Black,"166,000 Km",Nissan,Sentra,Kafr el-Sheikh,2024-02-16,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/nissan/sentra/6198093
Renault Megane 2020,"1,050,000 EGP",Mocha,"48,000 Km",Renault,Megane,6 October,2024-02-16,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/renault/megane/6286793
Toyota Corolla 2024,"2,200,000 EGP",Black,2 Km,Toyota,Corolla,Cairo,2024-02-16,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/toyota/corolla/6274884
Mitsubishi Pajero 2016,"2,150,000 EGP",Gold,"131,000 Km",Mitsubishi,Pajero,Pyramids Gardens,2024-02-16,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/mitsubishi/pajero/6286788
Fiat Tipo 2019,"900,000 EGP",White,"135,000 Km",Fiat,Tipo,Damanhur,2024-02-16,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/fiat/tipo/6286785
Nissan Tiida 2011,"575,000 EGP",Silver,"262,000 Km",Nissan,Tiida,Maadi,2024-02-16,No,No,No,No,https://eg.hatla2ee.com/en/car/nissan/tiida/6286779
Mitsubishi Lancer Puma 2014,"640,000 EGP",Silver,"180,000 Km",Mitsubishi,Lancer Puma,Tagamo3 - New Cairo,2024-02-16,Yes,No,No,No,https://eg.hatla2ee.com/en/car/mitsubishi/Lancer-Puma/6286767
Opel Grandland 2022,"1,900,000 EGP",Black,"98,000 Km",Opel,Grandland,Nasr city,2024-02-16,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/opel/Grandland/6280913
Nissan Sunny 2022,"830,000 EGP",Red,"67,000 Km",Nissan,Sunny,Alexandria,2024-02-16,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/nissan/sunny/6283629
Fiat Uno 2001,"150,000 EGP",White,"180,000 Km",Fiat,Uno,Alexandria,2024-02-16,No,No,No,No,https://eg.hatla2ee.com/en/car/fiat/uno/6286515
Kia Spectra 2002,"330,000 EGP",Gray,"253,000 Km",Kia,Spectra,Al Shorouk,2024-02-16,Yes,No,No,No,https://eg.hatla2ee.com/en/car/kia/spectra/6286758
Toyota Corolla 2008,"650,000 EGP",Black,"199,000 Km",Toyota,Corolla,Alexandria,2024-02-16,No,No,No,No,https://eg.hatla2ee.com/en/car/toyota/corolla/6286755
Jac J3 2021,"900,000 EGP",White,"240,000 Km",Jac,J3,6 October,2024-02-16,Yes,No,No,No,https://eg.hatla2ee.com/en/car/jac/j3/6286737
Skoda Kodiaq 2023,"3,000,000 EGP",Dark grey,,Skoda,Kodiaq,Tagamo3 - New Cairo,2024-02-16,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/skoda/kodiaq/6286718
MG 5 2022,"1,170,000 EGP",Black,"48,000 Km",MG,5,Kafr el-Dawwar,2024-02-16,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/moris-garage/mg-5/6286712
Hyundai Verna 2010,"285,000 EGP",White,"175,000 Km",Hyundai,Verna,Alexandria,2024-02-16,No,No,Yes,Yes,https://eg.hatla2ee.com/en/car/hyundai/verna/6286706
Chevrolet Lanos 2011,,Dark red,,Chevrolet,Lanos,Alexandria,2024-02-16,No,No,No,No,https://eg.hatla2ee.com/en/car/chevrolet/lanos2/6286704
Toyota Corolla 2021,"1,500,000 EGP",Black,"82,500 Km",Toyota,Corolla,Cairo,2024-02-16,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/toyota/corolla/6279740
Nissan Sunny 2022,"650,000 EGP",White,"150,000 Km",Nissan,Sunny,Alexandria,2024-02-16,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/nissan/sunny/6286692
Chevrolet Optra 2022,"90,000 EGP",Red,"85,000 Km",Chevrolet,Optra,Giza,2024-02-16,Yes,No,No,No,https://eg.hatla2ee.com/en/car/chevrolet/optra/6286685
Skoda Octavia A4 2003,"430,000 EGP",Black,"200,000 Km",Skoda,Octavia A4,Alexandria,2024-02-16,Yes,No,No,No,https://eg.hatla2ee.com/en/car/skoda/Octavia-A4/6274731
Daewoo Nubira 2 2004,"280,000 EGP",Dark blue,"198,000 Km",Daewoo,Nubira 2,Giza,2024-02-16,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/daewoo/Nubira-2/6274769
Brilliance FRV 2009,,Silver,,Brilliance,FRV,Marsa Matrouh,2024-02-16,No,Yes,No,Yes,https://eg.hatla2ee.com/en/car/brilliance/frv/6274754
Kia Sephia 2000,"240,000 EGP",Silver,"250,000 Km",Kia,Sephia,Tagamo3 - New Cairo,2024-02-16,No,Yes,No,Yes,https://eg.hatla2ee.com/en/car/kia/sephia/6286683
Changan Benni 2016,"300,000 EGP",Red,"37,000 Km",Changan,Benni,Helwan,2024-02-16,Yes,Yes,No,No,https://eg.hatla2ee.com/en/car/changan/benni/6286668
Opel Astra 2020,"1,000,000 EGP",Silver,"96,500 Km",Opel,Astra,Alexandria,2024-02-16,No,No,No,No,https://eg.hatla2ee.com/en/car/opel/astra/6286677
Chery Tiggo 3 2022,"950,000 EGP",Dark grey,"70,000 Km",Chery,Tiggo 3,El Haram,2024-02-16,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/chery/Tiggo3/6286674
Nissan Sunny 2020,"750,000 EGP",Bronze,"82,000 Km",Nissan,Sunny,Heliopolis,2024-02-16,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/nissan/sunny/6286824
Mercedes GLC 300 2024,"7,700,000 EGP",Gray,200 Km,Mercedes,GLC 300,Giza,2024-02-16,Yes,No,No,No,https://eg.hatla2ee.com/en/car/mercedes/glc-300/6286818
Hyundai I10 2013,"475,000 EGP",Dark blue,"56,000 Km",Hyundai,I10,Heliopolis,2024-02-16,No,Yes,Yes,No,https://eg.hatla2ee.com/en/car/hyundai/i10/6286811
Kia Sportage 2024,"2,800,000 EGP",Dark grey,300 Km,Kia,Sportage,Tagamo3 - New Cairo,2024-02-16,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/kia/sportage/6258710
Chery Arrizo 5 2022,,Bronze,"86,000 Km",Chery,Arrizo 5,Nasr city,2024-02-16,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/chery/Arrizo-5/6285147
Fiat Tipo 2021,"1,200,000 EGP",Petroleum,"131,000 Km",Fiat,Tipo,Kafr el-Dawwar,2024-02-16,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/fiat/tipo/6286701
Hyundai Tucson Turbo GDI 2021,"2,050,000 EGP",Black,"125,000 Km",Hyundai,Tucson Turbo GDI,Nasr city,2024-02-16,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/hyundai/Tucson-Turbo/6286695
BMW X1 2018,"2,050,000 EGP",Gray,"84,000 Km",BMW,X1,Cairo,2024-02-16,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/bmw/x1/6254123
Chevrolet Optra 2021,"700,000 EGP",Blue,"75,000 Km",Chevrolet,Optra,Obour City,2024-02-16,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/chevrolet/optra/6286679
Chery Arrizo 5 2021,"700,000 EGP",Silver,"25,000 Km",Chery,Arrizo 5,Obour City,2024-02-16,No,No,No,No,https://eg.hatla2ee.com/en/car/chery/Arrizo-5/6286673
Suzuki Van 2016,"300,000 EGP",White,"230,000 Km",Suzuki,Van,El Salam City,2024-02-16,No,No,No,No,https://eg.hatla2ee.com/en/car/suzuki/van/6286827
Kia Cerato 2008,"475,000 EGP",Silver,"180,000 Km",Kia,Cerato,Nasr city,2024-02-16,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/kia/cerato/6274901
Hyundai Verna 2019,"500,000 EGP",Mocha,"2,226,000 Km",Hyundai,Verna,Giza,2024-02-16,No,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/hyundai/verna/6286814
Nissan Sentra 2016,"530,000 EGP",Black,"166,000 Km",Nissan,Sentra,Kafr el-Sheikh,2024-02-16,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/nissan/sentra/6198093
Renault Megane 2020,"1,050,000 EGP",Mocha,"48,000 Km",Renault,Megane,6 October,2024-02-16,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/renault/megane/6286793
Toyota Corolla 2024,"2,200,000 EGP",Black,2 Km,Toyota,Corolla,Cairo,2024-02-16,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/toyota/corolla/6274884
Mitsubishi Pajero 2016,"2,150,000 EGP",Gold,"131,000 Km",Mitsubishi,Pajero,Pyramids Gardens,2024-02-16,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/mitsubishi/pajero/6286788
Fiat Tipo 2019,"900,000 EGP",White,"135,000 Km",Fiat,Tipo,Damanhur,2024-02-16,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/fiat/tipo/6286785
Nissan Tiida 2011,"575,000 EGP",Silver,"262,000 Km",Nissan,Tiida,Maadi,2024-02-16,No,No,No,No,https://eg.hatla2ee.com/en/car/nissan/tiida/6286779
Mitsubishi Lancer Puma 2014,"640,000 EGP",Silver,"180,000 Km",Mitsubishi,Lancer Puma,Tagamo3 - New Cairo,2024-02-16,Yes,No,No,No,https://eg.hatla2ee.com/en/car/mitsubishi/Lancer-Puma/6286767
Opel Grandland 2022,"1,900,000 EGP",Black,"98,000 Km",Opel,Grandland,Nasr city,2024-02-16,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/opel/Grandland/6280913
Nissan Sunny 2022,"830,000 EGP",Red,"67,000 Km",Nissan,Sunny,Alexandria,2024-02-16,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/nissan/sunny/6283629
Fiat Uno 2001,"150,000 EGP",White,"180,000 Km",Fiat,Uno,Alexandria,2024-02-16,No,No,No,No,https://eg.hatla2ee.com/en/car/fiat/uno/6286515
Kia Spectra 2002,"330,000 EGP",Gray,"253,000 Km",Kia,Spectra,Al Shorouk,2024-02-16,Yes,No,No,No,https://eg.hatla2ee.com/en/car/kia/spectra/6286758
Toyota Corolla 2008,"650,000 EGP",Black,"199,000 Km",Toyota,Corolla,Alexandria,2024-02-16,No,No,No,No,https://eg.hatla2ee.com/en/car/toyota/corolla/6286755
Jac J3 2021,"900,000 EGP",White,"240,000 Km",Jac,J3,6 October,2024-02-16,Yes,No,No,No,https://eg.hatla2ee.com/en/car/jac/j3/6286737
Skoda Kodiaq 2023,"3,000,000 EGP",Dark grey,,Skoda,Kodiaq,Tagamo3 - New Cairo,2024-02-16,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/skoda/kodiaq/6286718
MG 5 2022,"1,170,000 EGP",Black,"48,000 Km",MG,5,Kafr el-Dawwar,2024-02-16,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/moris-garage/mg-5/6286712
Hyundai Verna 2010,"285,000 EGP",White,"175,000 Km",Hyundai,Verna,Alexandria,2024-02-16,No,No,Yes,Yes,https://eg.hatla2ee.com/en/car/hyundai/verna/6286706
Chevrolet Lanos 2011,,Dark red,,Chevrolet,Lanos,Alexandria,2024-02-16,No,No,No,No,https://eg.hatla2ee.com/en/car/chevrolet/lanos2/6286704
Toyota Corolla 2021,"1,500,000 EGP",Black,"82,500 Km",Toyota,Corolla,Cairo,2024-02-16,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/toyota/corolla/6279740
Nissan Sunny 2022,"650,000 EGP",White,"150,000 Km",Nissan,Sunny,Alexandria,2024-02-16,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/nissan/sunny/6286692
Chevrolet Optra 2022,"90,000 EGP",Red,"85,000 Km",Chevrolet,Optra,Giza,2024-02-16,Yes,No,No,No,https://eg.hatla2ee.com/en/car/chevrolet/optra/6286685
Skoda Octavia A4 2003,"430,000 EGP",Black,"200,000 Km",Skoda,Octavia A4,Alexandria,2024-02-16,Yes,No,No,No,https://eg.hatla2ee.com/en/car/skoda/Octavia-A4/6274731
Daewoo Nubira 2 2004,"280,000 EGP",Dark blue,"198,000 Km",Daewoo,Nubira 2,Giza,2024-02-16,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/daewoo/Nubira-2/6274769
Brilliance FRV 2009,,Silver,,Brilliance,FRV,Marsa Matrouh,2024-02-16,No,Yes,No,Yes,https://eg.hatla2ee.com/en/car/brilliance/frv/6274754
Kia Sephia 2000,"240,000 EGP",Silver,"250,000 Km",Kia,Sephia,Tagamo3 - New Cairo,2024-02-16,No,Yes,No,Yes,https://eg.hatla2ee.com/en/car/kia/sephia/6286683
Changan Benni 2016,"300,000 EGP",Red,"37,000 Km",Changan,Benni,Helwan,2024-02-16,Yes,Yes,No,No,https://eg.hatla2ee.com/en/car/changan/benni/6286668
Opel Astra 2020,"1,000,000 EGP",Silver,"96,500 Km",Opel,Astra,Alexandria,2024-02-16,No,No,No,No,https://eg.hatla2ee.com/en/car/opel/astra/6286677
Chery Tiggo 3 2022,"950,000 EGP",Dark grey,"70,000 Km",Chery,Tiggo 3,El Haram,2024-02-16,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/chery/Tiggo3/6286674
Nissan Sunny 2020,"750,000 EGP",Bronze,"82,000 Km",Nissan,Sunny,Heliopolis,2024-02-16,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/nissan/sunny/6286824
Mercedes GLC 300 2024,"7,700,000 EGP",Gray,200 Km,Mercedes,GLC 300,Giza,2024-02-16,Yes,No,No,No,https://eg.hatla2ee.com/en/car/mercedes/glc-300/6286818
Hyundai I10 2013,"475,000 EGP",Dark blue,"56,000 Km",Hyundai,I10,Heliopolis,2024-02-16,No,Yes,Yes,No,https://eg.hatla2ee.com/en/car/hyundai/i10/6286811
Kia Sportage 2024,"2,800,000 EGP",Dark grey,300 Km,Kia,Sportage,Tagamo3 - New Cairo,2024-02-16,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/kia/sportage/6258710
Chery Arrizo 5 2022,,Bronze,"86,000 Km",Chery,Arrizo 5,Nasr city,2024-02-16,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/chery/Arrizo-5/6285147
Fiat Tipo 2021,"1,200,000 EGP",Petroleum,"131,000 Km",Fiat,Tipo,Kafr el-Dawwar,2024-02-16,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/fiat/tipo/6286701
Hyundai Tucson Turbo GDI 2021,"2,050,000 EGP",Black,"125,000 Km",Hyundai,Tucson Turbo GDI,Nasr city,2024-02-16,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/hyundai/Tucson-Turbo/6286695
BMW X1 2018,"2,050,000 EGP",Gray,"84,000 Km",BMW,X1,Cairo,2024-02-16,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/bmw/x1/6254123
Chevrolet Optra 2021,"700,000 EGP",Blue,"75,000 Km",Chevrolet,Optra,Obour City,2024-02-16,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/chevrolet/optra/6286679
Chery Arrizo 5 2021,"700,000 EGP",Silver,"25,000 Km",Chery,Arrizo 5,Obour City,2024-02-16,No,No,No,No,https://eg.hatla2ee.com/en/car/chery/Arrizo-5/6286673
Suzuki Van 2016,"300,000 EGP",White,"230,000 Km",Suzuki,Van,El Salam City,2024-02-16,No,No,No,No,https://eg.hatla2ee.com/en/car/suzuki/van/6286827
Kia Cerato 2008,"475,000 EGP",Silver,"180,000 Km",Kia,Cerato,Nasr city,2024-02-16,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/kia/cerato/6274901
Hyundai Verna 2019,"500,000 EGP",Mocha,"2,226,000 Km",Hyundai,Verna,Giza,2024-02-16,No,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/hyundai/verna/6286814
Nissan Sentra 2016,"530,000 EGP",Black,"166,000 Km",Nissan,Sentra,Kafr el-Sheikh,2024-02-16,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/nissan/sentra/6198093
Renault Megane 2020,"1,050,000 EGP",Mocha,"48,000 Km",Renault,Megane,6 October,2024-02-16,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/renault/megane/6286793
Toyota Corolla 2024,"2,200,000 EGP",Black,2 Km,Toyota,Corolla,Cairo,2024-02-16,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/toyota/corolla/6274884
Mitsubishi Pajero 2016,"2,150,000 EGP",Gold,"131,000 Km",Mitsubishi,Pajero,Pyramids Gardens,2024-02-16,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/mitsubishi/pajero/6286788
Fiat Tipo 2019,"900,000 EGP",White,"135,000 Km",Fiat,Tipo,Damanhur,2024-02-16,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/fiat/tipo/6286785
Nissan Tiida 2011,"575,000 EGP",Silver,"262,000 Km",Nissan,Tiida,Maadi,2024-02-16,No,No,No,No,https://eg.hatla2ee.com/en/car/nissan/tiida/6286779
Mitsubishi Lancer Puma 2014,"640,000 EGP",Silver,"180,000 Km",Mitsubishi,Lancer Puma,Tagamo3 - New Cairo,2024-02-16,Yes,No,No,No,https://eg.hatla2ee.com/en/car/mitsubishi/Lancer-Puma/6286767
Opel Grandland 2022,"1,900,000 EGP",Black,"98,000 Km",Opel,Grandland,Nasr city,2024-02-16,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/opel/Grandland/6280913
Nissan Sunny 2022,"830,000 EGP",Red,"67,000 Km",Nissan,Sunny,Alexandria,2024-02-16,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/nissan/sunny/6283629
Fiat Uno 2001,"150,000 EGP",White,"180,000 Km",Fiat,Uno,Alexandria,2024-02-16,No,No,No,No,https://eg.hatla2ee.com/en/car/fiat/uno/6286515
Kia Spectra 2002,"330,000 EGP",Gray,"253,000 Km",Kia,Spectra,Al Shorouk,2024-02-16,Yes,No,No,No,https://eg.hatla2ee.com/en/car/kia/spectra/6286758
Toyota Corolla 2008,"650,000 EGP",Black,"199,000 Km",Toyota,Corolla,Alexandria,2024-02-16,No,No,No,No,https://eg.hatla2ee.com/en/car/toyota/corolla/6286755
Jac J3 2021,"900,000 EGP",White,"240,000 Km",Jac,J3,6 October,2024-02-16,Yes,No,No,No,https://eg.hatla2ee.com/en/car/jac/j3/6286737
Skoda Kodiaq 2023,"3,000,000 EGP",Dark grey,,Skoda,Kodiaq,Tagamo3 - New Cairo,2024-02-16,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/skoda/kodiaq/6286718
MG 5 2022,"1,170,000 EGP",Black,"48,000 Km",MG,5,Kafr el-Dawwar,2024-02-16,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/moris-garage/mg-5/6286712
Hyundai Verna 2010,"285,000 EGP",White,"175,000 Km",Hyundai,Verna,Alexandria,2024-02-16,No,No,Yes,Yes,https://eg.hatla2ee.com/en/car/hyundai/verna/6286706
Chevrolet Lanos 2011,,Dark red,,Chevrolet,Lanos,Alexandria,2024-02-16,No,No,No,No,https://eg.hatla2ee.com/en/car/chevrolet/lanos2/6286704
Toyota Corolla 2021,"1,500,000 EGP",Black,"82,500 Km",Toyota,Corolla,Cairo,2024-02-16,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/toyota/corolla/6279740
Nissan Sunny 2022,"650,000 EGP",White,"150,000 Km",Nissan,Sunny,Alexandria,2024-02-16,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/nissan/sunny/6286692
Chevrolet Optra 2022,"90,000 EGP",Red,"85,000 Km",Chevrolet,Optra,Giza,2024-02-16,Yes,No,No,No,https://eg.hatla2ee.com/en/car/chevrolet/optra/6286685
Skoda Octavia A4 2003,"430,000 EGP",Black,"200,000 Km",Skoda,Octavia A4,Alexandria,2024-02-16,Yes,No,No,No,https://eg.hatla2ee.com/en/car/skoda/Octavia-A4/6274731
Daewoo Nubira 2 2004,"280,000 EGP",Dark blue,"198,000 Km",Daewoo,Nubira 2,Giza,2024-02-16,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/daewoo/Nubira-2/6274769
Brilliance FRV 2009,,Silver,,Brilliance,FRV,Marsa Matrouh,2024-02-16,No,Yes,No,Yes,https://eg.hatla2ee.com/en/car/brilliance/frv/6274754
Kia Sephia 2000,"240,000 EGP",Silver,"250,000 Km",Kia,Sephia,Tagamo3 - New Cairo,2024-02-16,No,Yes,No,Yes,https://eg.hatla2ee.com/en/car/kia/sephia/6286683
